,Name,Subcategory,Category,Type,IsSoftware,Counts,Green Enhanced Skills,Green Increased Demand,Green New and Emerging
5603,Door Security,Safety and Security,Public Safety and National Security,Specialized Skill,False,90,7,11,10
5604,Doppler Ultrasonography,Medical Imaging,Health Care,Specialized Skill,False,106,1,1,1
5605,Dormer,Roofing,Architecture and Construction,Specialized Skill,True,14,2,9,0
5606,Dosage Calculation,Pharmacy,Health Care,Specialized Skill,False,2,1,0,0
5607,Dosage Form,Pharmacology and Drug Discovery,Science and Research,Specialized Skill,False,26,7,7,2
5608,Dose Verification Systems,Clinical Trials,Science and Research,Specialized Skill,False,1,0,0,0
5609,Dosimetry,Medical Science and Research,Science and Research,Specialized Skill,False,5,1,2,0
5610,Dot Blotting,,,Specialized Skill,False,1,0,1,0
5611,DotNetNuke,Content Management Systems,Information Technology,Specialized Skill,True,17,0,8,5
5612,Dotcover,,,Specialized Skill,True,2,0,1,1
5613,Double Award Science,,,Specialized Skill,False,1,1,0,0
5614,Double Taxation,Tax,Finance,Specialized Skill,False,8,0,0,0
5615,Double-Entry Bookkeeping Systems,General Accounting,Finance,Specialized Skill,False,59,2,3,2
5616,DoubleClick Digital Marketing,Marketing Software,Marketing and Public Relations,Specialized Skill,True,98,25,2,34
5617,Doubles Endorsement,,,Certification,False,1,1,0,0
5618,Douches,General Medical Tests and Procedures,Health Care,Specialized Skill,False,1,0,0,0
5619,Dough Preparation,Food and Beverage,Hospitality and Food Services,Specialized Skill,False,5,0,1,0
5620,Dovecot,Servers,Information Technology,Specialized Skill,False,15,0,1,1
5621,Downhole Drilling,Mining Engineering,Engineering,Specialized Skill,False,2,0,2,0
5622,Downstream Processing,Pharmacology and Drug Discovery,Science and Research,Specialized Skill,False,80,12,39,16
5623,Doxygen,Software Development Tools,Information Technology,Specialized Skill,True,6,0,6,0
5624,Dozer,Heavy Equipment Operation,Architecture and Construction,Specialized Skill,False,50,17,24,2
5625,Dplyr,Data Science,Analysis,Specialized Skill,True,3,0,2,1
5626,DraftSight,Engineering Software,Engineering,Specialized Skill,False,23,12,2,4
5627,Drafting Documents,Writing and Editing,Media and Communications,Specialized Skill,False,177,6,3,6
5628,Drag And Drop,Web Design and Development,Information Technology,Specialized Skill,False,1546,148,56,99
5629,Dragon Naturallyspeaking Systems,Dictation,Administration,Specialized Skill,False,3,0,0,0
5630,Drain Cleaning,Plumbing,"Maintenance, Repair, and Facility Services",Specialized Skill,False,27,17,2,2
5631,Drainage Systems,Plumbing,"Maintenance, Repair, and Facility Services",Specialized Skill,False,299,176,23,20
5632,Drake (Tax Software),Tax,Finance,Specialized Skill,True,1,0,1,0
5633,Dramaturgy,Theatre and Performance Art,"Performing Arts, Sports, and Recreation",Specialized Skill,False,3,0,0,0
5634,Drawing,Art and Illustration,Design,Specialized Skill,False,580,122,74,84
5635,Drawing Interpretation,Drafting and Engineering Design,Engineering,Specialized Skill,False,549,134,220,75
5636,Drawloop (Software),IT Automation,Information Technology,Specialized Skill,True,2,0,1,1
5637,Dredging,"Water Supply, Testing, and Treatment",Energy and Utilities,Specialized Skill,False,7,4,1,1
5638,Dressing Changes,General Medical Tests and Procedures,Health Care,Specialized Skill,False,50,0,0,0
5639,Dried Blood Spot Testing,Clinical Informatics,Health Care,Specialized Skill,False,2,0,1,0
5640,Drill Bits,Machinery,Manufacturing and Production,Specialized Skill,False,1,1,0,0
5641,Drill Cuttings,Geological Engineering,Engineering,Specialized Skill,False,1,0,1,0
5642,Drill Press,Machinery,Manufacturing and Production,Specialized Skill,False,62,22,25,3
5643,Drilldown,Data Analysis,Analysis,Specialized Skill,False,69,12,8,12
5644,Drilling,Manufacturing Processes,Manufacturing and Production,Specialized Skill,False,1100,315,495,53
5645,Drilling Engineering,Mining Engineering,Engineering,Specialized Skill,False,15,4,1,8
5646,Drilling Fluid,Oil and Gas,Energy and Utilities,Specialized Skill,False,10,1,4,4
5647,Drilling Rig,Oil and Gas,Energy and Utilities,Specialized Skill,False,31,9,10,3
5648,Drip Irrigation,Agriculture and Crop Farming,"Agriculture, Horticulture, and Landscaping",Specialized Skill,False,2,0,1,0
5649,Drip Marketing,Marketing Strategy and Techniques,Marketing and Public Relations,Specialized Skill,False,3,2,0,0
5650,Drive Mapping,Technical Support and Services,Information Technology,Specialized Skill,False,2,1,1,0
5651,Drive Mechanisms,Machinery,Manufacturing and Production,Specialized Skill,False,2,2,0,0
5652,Drive Shaft,Vehicle Repair and Maintenance,"Maintenance, Repair, and Facility Services",Specialized Skill,False,1,0,1,0
5653,Drive Testing,Radio Frequency (RF),Engineering,Specialized Skill,False,21,1,8,8
5654,Driven Personality,Initiative and Leadership,Physical and Inherent Abilities,Common Skill,False,130,27,10,17
5655,Drivetrain,Vehicle Repair and Maintenance,"Maintenance, Repair, and Facility Services",Specialized Skill,False,52,21,11,15
5656,Drone Pilot Certificate,,,Certification,False,16,2,1,1
5657,Drools,Business Solutions,Business,Specialized Skill,True,19,0,17,2
5658,Drop Shipping,General Shipping and Receiving,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,23,7,4,2
5659,Dropped Ceilings,Carpentry,Architecture and Construction,Specialized Skill,False,31,15,1,7
5660,Dropped-Call Rate,Telecommunications,Information Technology,Specialized Skill,False,1,0,0,0
5661,Dropwizard,Java,Information Technology,Specialized Skill,True,32,2,29,0
5662,Drug Absorption,Pharmacy,Health Care,Specialized Skill,False,1,0,0,0
5663,Drug Administration,Pharmacy,Health Care,Specialized Skill,False,282,13,8,8
5664,Drug Allergy,General Medicine,Health Care,Specialized Skill,False,3,0,2,0
5665,Drug Development,Pharmacology and Drug Discovery,Science and Research,Specialized Skill,False,942,135,245,131
5666,Drug Discovery,Pharmacology and Drug Discovery,Science and Research,Specialized Skill,False,582,66,313,54
5667,Drug Education,Patient Education and Support,Health Care,Specialized Skill,False,2,1,0,0
5668,Drug Efficacy Evaluation,Pharmacology and Drug Discovery,Science and Research,Specialized Skill,False,1,0,1,0
5669,Drug Enforcement Agency,Law Enforcement and Criminal Justice,"Law, Regulation, and Compliance",Specialized Skill,False,5,0,0,0
5670,Drug Enforcement Agency (DEA) License,,,Certification,False,9,0,0,1
5671,Drug Formulary,Pharmacy,Health Care,Specialized Skill,False,1,0,0,0
5672,Drug Identification Number,Pharmacology and Drug Discovery,Science and Research,Specialized Skill,False,2,0,2,0
5673,Drug Interaction,Pharmacy,Health Care,Specialized Skill,False,21,0,3,1
5674,Drug Overdose Treatment,Emergency and Intensive Care,Health Care,Specialized Skill,False,4,0,0,0
5675,Drug Regulatory Affairs,Pharmacology and Drug Discovery,Science and Research,Specialized Skill,False,3,1,0,0
5676,Drug Resistance,Pharmacology and Drug Discovery,Science and Research,Specialized Skill,False,16,3,7,1
5677,Drug Supply Chain Security Act,Pharmacy,Health Care,Specialized Skill,False,1,0,0,0
5678,Drug Trafficking Investigation,Criminal Investigation and Forensics,"Law, Regulation, and Compliance",Specialized Skill,False,1,0,0,0
5679,Drug Utilization Review,Pharmacy,Health Care,Specialized Skill,False,1,0,0,0
5680,Drug-Food Interaction,Pharmacy,Health Care,Specialized Skill,False,5,0,0,0
5681,Drupal,Content Management Systems,Information Technology,Specialized Skill,True,450,34,157,43
5682,Drush,Scripting,Information Technology,Specialized Skill,False,3,0,3,0
5683,Dry Cleaning,Cleaning and Janitorial Services,"Maintenance, Repair, and Facility Services",Specialized Skill,False,311,26,12,17
5684,Dry Etching,Manufacturing Processes,Manufacturing and Production,Specialized Skill,False,8,1,4,3
5685,Dry Eye,Eye Care,Health Care,Specialized Skill,False,22,1,0,0
5686,Dry Goods,Inventory and Warehousing,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,85,3,6,0
5687,Dry Needling,Physical Therapy,Health Care,Specialized Skill,False,5,0,0,0
5688,Dry Powder Inhalers,Medical Equipment and Technology,Health Care,Specialized Skill,False,83,5,9,26
5689,Dry Rot,Carpentry,Architecture and Construction,Specialized Skill,False,8,2,0,0
5690,Dry Run,,,Specialized Skill,False,2,0,2,0
5691,Dry Van Truck Operation,Ground Freight Transportation,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,2,2,0,0
5692,Dryers,Appliance Repair and Maintenance,"Maintenance, Repair, and Facility Services",Specialized Skill,False,194,26,98,16
5693,Drywall (Installation And Repair),General Construction and Construction Labor,Architecture and Construction,Specialized Skill,False,69,22,11,7
5694,Dual Diagnosis,Mental Health Diseases and Disorders,Health Care,Specialized Skill,False,198,5,8,3
5695,Dual Fuel Smart Meter,,,Specialized Skill,False,398,154,32,200
5696,Dual Language,"Language Interpretation, Translation, and Studies",Media and Communications,Specialized Skill,False,4,0,0,1
5697,Dual Mode Mobile,Telecommunications,Information Technology,Specialized Skill,False,1,0,0,1
5698,Dual Sim,,,Specialized Skill,False,1,0,0,0
5699,Dual-Energy X-Ray Absorptiometry,Medical Imaging,Health Care,Specialized Skill,False,61,1,7,0
5700,Dual-Tone Multi-Frequency Signaling,Telecommunications,Information Technology,Specialized Skill,False,2,0,0,1
5701,Dubbing (Filmmaking),Media Production,Media and Communications,Specialized Skill,False,24,6,0,2
5702,Duchenne Muscular Dystrophy,Genetic Disorders,Health Care,Specialized Skill,False,7,0,1,0
5703,Duct Cleaning,General Repairs and Maintenance,"Maintenance, Repair, and Facility Services",Specialized Skill,False,19,5,1,2
5704,Ductility,Materials Science and Engineering,Engineering,Specialized Skill,False,52,7,10,12
5705,Ductwork,HVAC,"Maintenance, Repair, and Facility Services",Specialized Skill,False,86,38,10,23
5706,Due Diligence,Contract Management,Business,Specialized Skill,False,6082,839,240,1022
5707,Due Process,Legal Proceedings,"Law, Regulation, and Compliance",Specialized Skill,False,2,0,0,0
5708,DupeBlocker,Customer Relationship Management (CRM),Business,Specialized Skill,False,1,0,0,1
5709,Durable Goods,Inventory and Warehousing,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,1,0,0,0
5710,Durable Medical Equipment,Medical Equipment and Technology,Health Care,Specialized Skill,False,3,0,0,1
5711,Durandal,JavaScript and jQuery,Information Technology,Specialized Skill,True,3,0,3,0
5712,Dust Collection Systems,Machinery,Manufacturing and Production,Specialized Skill,False,35,9,11,3
5713,Dutch Language,Language Competency,Media and Communications,Specialized Skill,False,162,13,34,20
5714,DxDesigner (Software),Engineering Software,Engineering,Specialized Skill,True,16,7,2,2
5715,Dye Penetrant Inspection,Product Inspection,Manufacturing and Production,Specialized Skill,False,37,5,3,20
5716,Dyeing,Textiles,Manufacturing and Production,Specialized Skill,False,8,1,0,2
5717,Dyes,Cleaning and Janitorial Services,"Maintenance, Repair, and Facility Services",Specialized Skill,False,1,0,0,1
5718,Dymola,Simulation and Simulation Software,Engineering,Specialized Skill,True,6,4,0,2
5719,Dynamic Application Security Testing (DAST),Cybersecurity,Information Technology,Specialized Skill,False,74,3,21,20
5720,Dynamic Balance,Physical Abilities,Physical and Inherent Abilities,Common Skill,False,4,1,3,0
5721,Dynamic Binding,,,Specialized Skill,False,1,0,1,0
5722,Dynamic Business Process Management,Business Operations,Business,Specialized Skill,False,394,93,39,54
5723,Dynamic Communication,Communication,Media and Communications,Common Skill,False,8,0,1,2
5724,Dynamic Content,Web Content,Information Technology,Specialized Skill,False,89,10,12,32
5725,Dynamic Controls,,,Specialized Skill,False,1,0,1,0
5726,Dynamic DNS (Domain Name System),General Networking,Information Technology,Specialized Skill,True,7,0,2,2
5727,Dynamic Data,Data Management,Information Technology,Specialized Skill,False,42,8,5,13
5728,Dynamic Forms,Web Design and Development,Information Technology,Specialized Skill,False,2,0,1,0
5729,Dynamic HTML,Web Design and Development,Information Technology,Specialized Skill,True,16,0,5,2
5730,Dynamic Host Configuration Protocol (DHCP),Network Protocols,Information Technology,Specialized Skill,True,1901,177,207,697
5731,Dynamic Imaging,Photo/Video Production and Technology,Media and Communications,Specialized Skill,False,3,0,0,0
5732,Dynamic Infrastructure,Computer Science,Information Technology,Specialized Skill,False,6,0,3,0
5733,Dynamic Ip,General Networking,Information Technology,Specialized Skill,True,4,0,0,4
5734,Dynamic Light Scattering,Physics,Science and Research,Specialized Skill,False,44,3,20,2
5735,Dynamic List,Prospecting and Qualification,Sales,Specialized Skill,False,3,0,1,0
5736,Dynamic Loading,Software Development,Information Technology,Specialized Skill,False,15,13,1,0
5737,Dynamic Management Views,Database Architecture and Administration,Information Technology,Specialized Skill,True,3,0,2,1
5738,Dynamic Mechanical Analysis,Materials Science and Engineering,Engineering,Specialized Skill,False,14,3,5,2
5739,Dynamic Multipoint Virtual Private Networks,Network Security,Information Technology,Specialized Skill,True,29,3,0,23
